trip_id,driver_id,rider_id,pickup_city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_start_time,trip_duration_min,distance_km,vehicle_type,status,base_fare,surge_multiplier,total_fare,tip_amount,driver_rating,rider_rating,payment_method,is_surge
TRP0003426,DRV00061,RDR000262,Chicago,34.900396,-77.376444,37.255086,-77.538763,2023-05-02T03:25:00Z,48,26.33,Comfort,In Progress,64.17,1.36,70.19,4.69,1.6,4.3,Wallet,False
TRP0003427,DRV00031,RDR000244,Los Angeles,38.803645,-73.769896,40.788085,-109.197939,2023-09-08T09:20:00Z,76,37.08,Comfort,No Show,100.46,1.29,220.89,12.7,1.8,3.5,Cash,True
TRP0003428,DRV00188,RDR000070,Phoenix,39.828008,-109.161405,38.455958,-80.8144,2023-03-21T13:15:00Z,84,45.48,Motorbike,Completed,130.2,2.88,183.78,9.93,4.4,1.9,Corporate,True
TRP0003429,DRV00210,RDR000565,San Diego,39.234668,-99.877129,34.17205,-76.86541,2023-11-27T15:39:00Z,20,39.45,Economy,Completed,109.93,2.69,146.41,3.8,4.3,3.7,Card,False
TRP0003430,DRV00027,RDR001391,Chicago,39.034097,-101.26788,34.924421,-87.588992,2023-02-14T09:57:00Z,80,27.2,Economy,Completed,91.29,2.72,224.01,6.99,5.0,5.0,Card,False
TRP0003431,DRV00029,RDR001827,Philadelphia,36.910574,-75.575718,34.349796,-86.908456,2023-09-20T18:15:00Z,54,8.45,Comfort,Cancelled,13.6,1.26,21.1,7.46,1.6,1.6,Cash,True
TRP0003432,DRV00245,RDR000796,Los Angeles,34.421539,-112.969845,35.194141,-110.794548,2023-08-01T11:41:00Z,68,34.18,Motorbike,In Progress,19.14,1.68,50.96,9.56,1.6,3.8,Card,False
TRP0003433,DRV00112,RDR000132,San Jose,35.270427,-114.291132,33.182572,-88.700773,2023-03-04T08:56:00Z,9,43.32,SUV,Completed,102.72,2.96,256.31,7.79,2.1,2.3,Cash,True
TRP0003434,DRV00013,RDR001419,Phoenix,34.016759,-105.82995,35.874735,-101.110453,2023-11-02T09:52:00Z,34,34.3,Motorbike,In Progress,114.21,1.67,293.05,0.05,1.6,4.0,Corporate,False
TRP0003435,DRV00094,RDR001720,San Diego,34.950711,-100.87517,36.528344,-80.22094,2023-11-02T17:36:00Z,23,31.45,Comfort,No Show,113.67,1.41,181.45,2.93,3.8,1.3,Card,True
TRP0003436,DRV00099,RDR001749,San Diego,33.73005,-110.931854,35.987187,-76.520875,2023-06-29T04:16:00Z,42,40.6,Electric,Cancelled,76.59,2.72,210.64,10.1,1.5,1.1,Card,False
TRP0003437,DRV00047,RDR000633,Houston,39.160897,-84.061718,33.550227,-86.369898,2023-04-03T02:42:00Z,68,43.78,Motorbike,Cancelled,143.73,1.77,158.08,13.41,3.6,2.7,Card,True
TRP0003438,DRV00071,RDR001926,San Jose,36.347214,-86.300186,36.757209,-94.993777,2023-04-10T09:36:00Z,51,36.41,Premium,Cancelled,72.33,1.21,187.91,14.44,4.9,3.8,Wallet,False
TRP0003439,DRV00188,RDR001110,Phoenix,35.732985,-104.511027,40.102883,-114.248004,2023-08-15T03:20:00Z,41,18.48,Motorbike,No Show,87.7,1.82,179.2,13.81,2.0,1.6,Wallet,False
TRP0003440,DRV00198,RDR000207,Philadelphia,35.602315,-94.016623,37.903831,-117.912229,2023-11-12T06:45:00Z,70,12.02,SUV,Cancelled,141.17,1.78,212.19,1.04,1.6,1.6,Wallet,False
TRP0003441,DRV00129,RDR000923,San Antonio,39.137141,-93.71466,33.405811,-88.358735,2023-11-11T14:15:00Z,46,1.49,Motorbike,Cancelled,24.36,2.39,33.26,15.78,1.4,3.6,Wallet,False
TRP0003442,DRV00244,RDR000389,New York,33.82518,-100.553058,36.564582,-110.066679,2023-09-24T03:34:00Z,31,44.05,Electric,No Show,93.34,2.29,193.05,0.75,2.0,4.4,Cash,True
TRP0003443,DRV00293,RDR001286,New York,36.583962,-108.451806,36.155898,-74.404116,2023-09-22T22:27:00Z,89,1.51,Economy,In Progress,83.7,1.68,175.76,11.89,1.2,4.9,Wallet,False
TRP0003444,DRV00069,RDR001271,Phoenix,40.68108,-85.497908,35.942054,-96.59707,2023-11-30T05:02:00Z,82,47.3,Electric,Completed,75.49,2.44,180.39,8.3,3.2,3.1,Card,False
TRP0003445,DRV00140,RDR000361,Chicago,33.254415,-93.725748,36.912541,-97.667776,2023-02-10T05:55:00Z,33,11.42,Electric,No Show,126.76,2.85,375.18,14.59,4.6,2.5,Card,True
TRP0003446,DRV00077,RDR000397,Phoenix,40.162187,-99.994531,33.413264,-74.531836,2023-11-27T04:31:00Z,9,35.28,Economy,Cancelled,121.32,1.52,337.16,9.08,1.0,3.3,Corporate,False
TRP0003447,DRV00134,RDR000298,San Jose,34.863038,-111.018208,40.132765,-112.011112,2023-12-13T11:43:00Z,60,18.55,Electric,No Show,12.52,1.67,28.36,18.91,4.7,2.6,Card,True
TRP0003448,DRV00084,RDR000733,San Jose,36.355029,-103.571259,35.532243,-75.866705,2023-01-25T23:42:00Z,2,41.99,Premium,No Show,8.33,1.04,21.63,5.56,3.5,3.4,Corporate,False
TRP0003449,DRV00231,RDR000741,San Diego,37.847962,-108.342691,35.815889,-88.595361,2023-04-01T09:10:00Z,62,42.97,Comfort,Cancelled,99.06,2.12,148.72,18.04,1.5,3.8,Card,True
TRP0003450,DRV00242,RDR001076,Houston,40.522176,-86.980245,40.62729,-93.45233,2023-09-25T18:51:00Z,52,3.59,SUV,Cancelled,32.59,2.09,70.67,14.08,4.7,2.4,Wallet,False
TRP0003451,DRV00142,RDR000160,Philadelphia,34.069129,-92.859262,33.443279,-108.183758,2023-09-17T08:48:00Z,65,31.56,Premium,Completed,105.2,2.74,221.48,10.6,4.1,2.0,Card,False
TRP0003452,DRV00059,RDR000478,Philadelphia,38.918661,-103.300227,37.535892,-103.212183,2023-11-12T13:08:00Z,61,27.58,Premium,Cancelled,35.22,2.68,56.68,0.52,2.5,4.4,Cash,False
TRP0003453,DRV00125,RDR001068,Philadelphia,36.893242,-87.914857,34.838072,-84.457963,2023-01-31T10:53:00Z,28,48.36,SUV,Cancelled,68.53,2.23,182.46,11.72,3.1,3.8,Card,False
TRP0003454,DRV00265,RDR000685,Philadelphia,33.535109,-102.600703,36.905215,-99.848448,2023-03-10T05:29:00Z,43,27.04,SUV,Cancelled,141.88,1.1,259.66,7.83,2.9,2.1,Corporate,True
TRP0003455,DRV00151,RDR000092,San Antonio,40.748151,-76.289447,37.326992,-74.279868,2023-02-25T19:09:00Z,69,41.82,Comfort,No Show,137.21,2.81,211.33,8.44,1.8,3.6,Corporate,False
TRP0003456,DRV00262,RDR001607,San Diego,33.325912,-107.031793,33.070648,-73.444242,2023-08-09T00:58:00Z,34,1.44,Electric,No Show,117.63,2.18,255.55,1.96,3.0,3.3,Card,False
TRP0003457,DRV00234,RDR000205,San Antonio,33.163648,-115.651039,34.386363,-84.54077,2023-04-27T13:10:00Z,88,29.19,SUV,Cancelled,68.83,2.81,119.42,10.41,1.3,3.3,Cash,False
TRP0003458,DRV00066,RDR001429,Dallas,37.054791,-98.804538,38.125406,-84.433937,2023-10-12T12:27:00Z,16,7.12,Motorbike,Completed,35.41,2.76,36.44,15.9,1.3,4.0,Wallet,False
TRP0003459,DRV00082,RDR001142,Los Angeles,35.724762,-95.158125,38.288155,-106.484962,2023-12-24T06:46:00Z,13,38.54,Economy,In Progress,138.83,2.13,280.04,13.22,3.5,4.9,Wallet,False
TRP0003460,DRV00159,RDR001724,San Diego,35.287215,-109.778715,39.588706,-80.860751,2023-04-19T01:43:00Z,30,0.96,Premium,Completed,46.2,2.54,89.73,12.44,4.6,4.4,Wallet,False
TRP0003461,DRV00208,RDR000055,Philadelphia,39.703436,-74.611676,34.347955,-97.537451,2023-06-03T21:53:00Z,30,18.2,SUV,No Show,89.7,2.69,221.05,12.3,1.5,3.9,Card,False
TRP0003462,DRV00282,RDR000374,San Diego,36.846922,-103.71996,39.9778,-97.634339,2023-09-04T22:10:00Z,85,42.2,SUV,Cancelled,107.99,2.82,151.1,15.24,3.1,2.7,Corporate,True
TRP0003463,DRV00195,RDR001124,San Antonio,39.673882,-102.735162,33.829731,-95.85111,2023-02-18T00:49:00Z,26,28.32,Premium,No Show,114.24,1.31,261.34,6.41,1.8,2.8,Cash,False
TRP0003464,DRV00160,RDR001792,Houston,34.600823,-74.761388,39.234493,-102.78581,2023-11-13T12:05:00Z,16,9.31,Economy,No Show,140.44,2.92,223.79,1.21,2.8,3.3,Wallet,False
TRP0003465,DRV00043,RDR001456,Philadelphia,40.664091,-114.206143,33.103925,-97.017123,2023-08-11T11:21:00Z,23,44.14,Electric,Completed,26.92,1.81,68.02,4.73,1.7,4.8,Card,True
TRP0003466,DRV00217,RDR001335,New York,34.301626,-110.95864,35.426012,-80.49246,2023-11-25T09:10:00Z,53,27.1,Premium,Cancelled,119.24,2.77,230.11,16.5,2.0,3.1,Wallet,False
TRP0003467,DRV00025,RDR000283,New York,35.365624,-117.099256,37.923132,-111.664549,2023-01-28T00:33:00Z,27,49.61,SUV,No Show,62.31,2.79,148.21,13.59,4.5,2.3,Card,False
TRP0003468,DRV00082,RDR000769,Los Angeles,35.45124,-113.544124,34.007381,-112.776771,2023-03-10T00:36:00Z,40,19.47,Economy,In Progress,43.68,1.87,73.52,10.39,3.5,3.0,Corporate,False
TRP0003469,DRV00070,RDR001186,San Diego,37.615031,-90.278306,35.006015,-108.411677,2023-10-19T08:33:00Z,78,1.14,Motorbike,Completed,28.28,1.98,36.24,10.06,1.0,2.8,Card,True
TRP0003470,DRV00239,RDR000713,San Antonio,33.259042,-88.991185,40.96809,-78.193024,2023-12-22T16:07:00Z,37,24.15,Comfort,No Show,69.36,1.92,128.65,6.22,1.1,5.0,Corporate,True
TRP0003471,DRV00060,RDR000043,New York,40.693867,-94.145893,40.503497,-86.408348,2023-08-24T23:03:00Z,4,9.19,Premium,No Show,33.91,1.89,56.88,12.45,2.2,4.8,Card,False
TRP0003472,DRV00006,RDR001878,Houston,39.38947,-108.776771,35.456383,-113.865774,2023-01-09T16:41:00Z,64,10.26,Economy,No Show,26.89,2.12,58.41,8.15,3.9,2.1,Cash,True
TRP0003473,DRV00282,RDR000285,San Diego,34.343606,-101.518799,36.129934,-82.485195,2023-06-01T06:38:00Z,72,25.22,SUV,In Progress,47.82,1.84,96.0,12.57,1.5,2.0,Card,False
TRP0003474,DRV00145,RDR001617,San Diego,38.157207,-91.026182,40.664225,-81.65844,2023-07-01T10:15:00Z,28,23.93,SUV,Cancelled,106.48,1.72,199.24,6.89,4.7,1.3,Card,False
TRP0003475,DRV00141,RDR000994,San Antonio,37.549488,-86.945437,33.021076,-77.775881,2023-03-12T05:07:00Z,33,43.65,Premium,Cancelled,21.74,1.47,54.12,17.85,1.0,1.9,Cash,False
TRP0003476,DRV00031,RDR000063,Los Angeles,33.463138,-102.154872,33.489038,-79.902738,2023-02-28T00:48:00Z,88,34.07,Comfort,No Show,111.37,1.22,116.76,16.07,4.0,4.6,Corporate,False
TRP0003477,DRV00237,RDR000805,San Jose,34.53355,-89.206717,36.76424,-76.412497,2023-06-01T04:07:00Z,19,17.19,Electric,In Progress,38.61,2.09,93.63,17.46,3.6,1.6,Cash,True
TRP0003478,DRV00137,RDR000184,Houston,36.512045,-84.63835,40.640807,-109.576076,2023-04-19T17:58:00Z,30,35.36,Comfort,Completed,61.21,2.52,140.67,8.72,4.5,3.3,Card,True
TRP0003479,DRV00294,RDR000614,Houston,35.552922,-86.419915,38.710941,-83.255764,2023-11-23T06:31:00Z,15,44.03,Motorbike,Completed,136.68,2.78,205.39,2.22,1.1,3.9,Cash,False
TRP0003480,DRV00082,RDR000141,Los Angeles,36.136891,-90.822513,36.926024,-88.662376,2023-05-05T17:38:00Z,38,28.29,Economy,Cancelled,140.92,2.36,160.94,4.48,3.8,4.6,Corporate,False
TRP0003481,DRV00298,RDR000671,Phoenix,36.603733,-98.945298,37.154939,-95.977722,2023-10-30T20:14:00Z,33,1.52,Comfort,Completed,66.48,2.2,76.5,18.27,3.2,4.8,Wallet,True
TRP0003482,DRV00192,RDR000996,Chicago,39.964047,-78.364082,40.167184,-114.137354,2023-09-12T03:30:00Z,35,38.01,Premium,No Show,45.11,1.97,99.33,18.18,4.2,4.1,Cash,False
TRP0003483,DRV00073,RDR000991,Phoenix,34.987506,-111.411627,33.197636,-103.114142,2023-08-16T12:09:00Z,27,26.53,Motorbike,Completed,37.5,2.41,72.16,7.72,2.6,4.6,Cash,True
TRP0003484,DRV00273,RDR000355,Los Angeles,40.609382,-88.717677,40.521444,-98.407216,2023-07-09T07:38:00Z,66,35.99,Economy,No Show,116.76,2.86,166.67,5.28,3.7,3.0,Cash,False
TRP0003485,DRV00131,RDR001209,San Jose,39.661241,-79.19867,39.389463,-111.585244,2023-10-27T05:26:00Z,39,10.59,Electric,Cancelled,89.07,2.75,143.78,5.99,1.8,2.0,Card,False
TRP0003486,DRV00158,RDR000023,Los Angeles,33.561343,-107.85476,36.627776,-82.686592,2023-03-28T17:24:00Z,69,17.2,Premium,In Progress,92.83,1.63,233.04,8.08,3.1,1.1,Corporate,False
TRP0003487,DRV00159,RDR000941,San Diego,39.655705,-116.950963,33.836269,-94.923334,2023-07-29T11:20:00Z,90,17.25,Premium,Completed,112.51,1.34,180.77,2.68,1.8,2.0,Corporate,False
TRP0003488,DRV00079,RDR000809,Houston,35.866546,-96.067271,36.444768,-100.23895,2023-08-22T11:33:00Z,3,2.78,Premium,Completed,137.62,2.38,220.04,15.32,3.8,2.9,Corporate,False
TRP0003489,DRV00087,RDR001379,San Diego,34.982258,-93.267531,40.745905,-112.613934,2023-01-03T08:22:00Z,74,11.98,Premium,In Progress,59.57,1.99,108.42,16.96,3.6,4.1,Card,False
TRP0003490,DRV00179,RDR001932,Los Angeles,40.392642,-91.077575,35.791648,-114.171569,2023-11-06T21:59:00Z,5,45.79,SUV,Completed,61.2,1.17,142.02,8.58,4.9,4.2,Cash,False
TRP0003491,DRV00234,RDR000830,San Antonio,34.150208,-87.344912,33.086128,-86.178604,2023-08-10T15:30:00Z,17,33.59,SUV,Cancelled,95.64,2.8,202.02,11.66,4.2,1.2,Corporate,False
TRP0003492,DRV00081,RDR001385,Phoenix,39.949073,-106.109861,33.718249,-103.739524,2023-01-18T06:44:00Z,51,33.93,Motorbike,In Progress,32.66,2.05,87.96,1.63,4.3,1.7,Card,True
TRP0003493,DRV00298,RDR000472,Phoenix,39.999885,-93.49673,34.399219,-107.402618,2023-11-25T09:59:00Z,65,1.71,Comfort,In Progress,142.52,1.83,175.47,6.85,3.9,3.3,Corporate,False
TRP0003494,DRV00260,RDR000228,Dallas,33.599796,-115.204218,39.781632,-113.901612,2023-05-16T00:42:00Z,3,43.76,Comfort,In Progress,3.47,1.85,6.33,10.46,3.8,1.4,Corporate,False
TRP0003495,DRV00149,RDR000934,Philadelphia,34.816352,-112.473469,39.4407,-80.977466,2023-06-04T14:25:00Z,33,17.99,Motorbike,Completed,78.98,2.97,92.6,9.39,2.8,3.6,Cash,False
TRP0003496,DRV00296,RDR000633,San Diego,33.723996,-96.362097,39.098018,-96.406369,2023-10-19T17:35:00Z,12,20.77,Economy,Completed,42.7,1.35,107.06,1.14,3.4,3.7,Wallet,False
TRP0003497,DRV00187,RDR001087,New York,36.629996,-80.605629,35.725016,-76.004425,2023-07-24T15:55:00Z,2,4.06,Motorbike,Completed,143.29,1.02,279.31,13.67,2.8,4.3,Card,False
TRP0003498,DRV00266,RDR000393,San Diego,35.194189,-76.260037,40.040182,-100.365068,2023-10-03T13:04:00Z,73,1.46,Motorbike,Completed,70.45,1.18,145.11,1.07,2.5,2.4,Cash,False
TRP0003499,DRV00285,RDR000077,San Diego,37.07047,-99.647012,39.290829,-75.134991,2023-05-28T02:38:00Z,43,1.58,Premium,In Progress,63.06,1.28,131.73,16.22,4.2,2.0,Corporate,False
TRP0003500,DRV00200,RDR000341,New York,34.989245,-88.182408,33.504354,-93.593891,2023-10-20T10:30:00Z,48,31.21,Premium,In Progress,75.85,2.41,210.6,6.89,3.1,1.9,Wallet,False
TRP0003501,DRV00065,RDR000170,New York,36.726995,-83.584669,36.21351,-113.537371,2023-11-29T18:59:00Z,16,35.11,SUV,Cancelled,92.42,1.93,162.66,15.35,3.6,2.6,Corporate,False
TRP0003502,DRV00233,RDR001492,Dallas,39.695738,-101.688556,37.275524,-81.634423,2023-09-23T10:47:00Z,61,35.24,Electric,In Progress,104.16,1.87,133.96,18.75,4.4,1.9,Wallet,False
TRP0003503,DRV00283,RDR001775,Chicago,40.37162,-94.539259,33.999777,-103.159518,2023-03-01T20:05:00Z,50,49.53,SUV,No Show,113.08,2.6,144.45,14.9,2.5,2.2,Card,False
TRP0003504,DRV00075,RDR000491,San Diego,35.576619,-80.261546,35.584733,-96.556859,2023-10-11T16:01:00Z,8,40.65,Economy,Cancelled,56.76,1.69,99.49,3.46,4.9,2.0,Cash,False
TRP0003505,DRV00203,RDR001423,Dallas,36.646981,-100.092298,35.929284,-117.799486,2023-11-13T02:55:00Z,4,48.58,Electric,In Progress,67.14,2.46,149.88,17.43,4.9,1.4,Card,False
TRP0003506,DRV00224,RDR001249,New York,34.900003,-109.868658,34.1079,-109.267461,2023-09-09T22:59:00Z,50,35.3,Electric,Cancelled,98.26,1.8,165.1,5.11,4.8,1.2,Corporate,False
TRP0003507,DRV00062,RDR001500,Chicago,34.133754,-97.111729,34.422833,-100.254012,2023-02-04T15:18:00Z,23,3.95,Electric,Completed,6.32,2.24,17.08,19.96,3.3,3.6,Cash,False
TRP0003508,DRV00143,RDR000688,Los Angeles,37.312367,-107.001545,35.325095,-91.654682,2023-05-08T04:24:00Z,4,45.4,Comfort,In Progress,92.1,1.28,120.14,14.55,5.0,4.0,Corporate,False
TRP0003509,DRV00009,RDR001356,San Jose,36.081656,-108.834882,37.014289,-89.743446,2023-02-13T05:09:00Z,59,43.49,Motorbike,Completed,43.75,1.02,115.86,12.85,1.2,4.1,Corporate,True
TRP0003510,DRV00101,RDR000503,Chicago,38.522916,-106.798924,33.900421,-107.459732,2023-04-22T06:35:00Z,10,4.03,Comfort,Completed,70.36,2.1,106.51,19.95,2.1,3.6,Corporate,False
TRP0003511,DRV00042,RDR000324,Los Angeles,34.92966,-94.148719,35.730646,-92.127878,2023-03-19T11:01:00Z,89,34.57,SUV,In Progress,132.16,1.91,152.19,2.83,4.5,4.0,Corporate,True
TRP0003512,DRV00297,RDR000633,San Antonio,40.431481,-103.946161,40.315254,-90.836848,2023-12-26T02:21:00Z,32,1.3,Motorbike,Cancelled,18.38,1.44,51.21,11.21,4.4,4.7,Cash,False
TRP0003513,DRV00185,RDR000358,Dallas,40.9972,-114.823853,35.466697,-82.616994,2023-11-10T07:40:00Z,80,2.44,Premium,In Progress,4.92,1.6,10.83,16.16,2.0,4.4,Card,True
TRP0003514,DRV00199,RDR001337,San Antonio,40.01596,-108.869037,36.266785,-84.81608,2023-07-15T20:51:00Z,75,23.55,Electric,Completed,90.11,1.77,161.39,2.89,3.7,3.0,Wallet,False
TRP0003515,DRV00072,RDR000623,Phoenix,39.792432,-73.831872,37.315496,-76.66413,2023-08-14T15:09:00Z,64,49.9,Comfort,In Progress,29.44,2.55,49.37,19.76,1.8,2.7,Corporate,True
TRP0003516,DRV00228,RDR000257,New York,33.817704,-77.395411,33.129785,-83.930683,2023-11-11T21:56:00Z,40,10.8,Economy,Cancelled,98.07,1.22,278.78,12.1,1.5,4.5,Cash,False
TRP0003517,DRV00296,RDR000501,San Diego,40.751375,-104.436049,38.43899,-76.521798,2023-06-18T13:25:00Z,77,47.34,Economy,Completed,112.18,2.92,162.48,7.17,4.3,2.6,Wallet,False
TRP0003518,DRV00181,RDR001739,Houston,39.054808,-86.354189,40.450509,-101.159435,2023-11-29T01:51:00Z,81,44.12,SUV,Cancelled,135.48,1.79,137.92,0.33,2.1,2.7,Card,False
TRP0003519,DRV00056,RDR001155,San Antonio,38.748207,-102.629862,33.371832,-81.823219,2023-10-13T23:30:00Z,4,0.61,Electric,Cancelled,17.29,1.79,47.44,2.87,1.4,4.6,Wallet,False
TRP0003520,DRV00005,RDR001497,San Jose,39.703275,-102.999564,35.102409,-101.384877,2023-09-12T23:10:00Z,33,18.38,Premium,Cancelled,138.58,2.16,210.61,5.04,2.9,2.1,Wallet,True
TRP0003521,DRV00298,RDR001008,Phoenix,39.033175,-98.713632,35.607933,-92.154856,2023-06-01T13:43:00Z,80,35.54,Comfort,No Show,133.91,1.76,378.25,2.2,2.6,4.2,Cash,False
TRP0003522,DRV00274,RDR001961,San Antonio,37.893394,-113.270125,39.985438,-95.77704,2023-08-09T07:44:00Z,63,47.98,SUV,No Show,85.03,1.27,178.7,17.53,3.0,3.7,Cash,False
TRP0003523,DRV00050,RDR000079,Los Angeles,38.303377,-111.156192,34.192059,-117.478745,2023-03-06T18:48:00Z,86,15.94,SUV,Completed,131.26,1.58,307.21,11.48,3.2,3.2,Cash,False
TRP0003524,DRV00122,RDR001202,Philadelphia,37.685498,-98.039796,38.288742,-84.315209,2023-11-29T01:48:00Z,65,13.44,Electric,In Progress,99.56,1.14,112.98,2.36,1.6,1.5,Card,False
TRP0003525,DRV00095,RDR000976,Houston,35.148316,-78.05412,34.281662,-107.360681,2023-04-27T16:59:00Z,53,19.92,Motorbike,No Show,92.87,1.61,150.75,1.37,2.8,3.9,Wallet,False
TRP0003526,DRV00189,RDR001394,San Diego,40.691837,-114.253062,39.238264,-104.745305,2023-05-12T20:44:00Z,60,46.19,SUV,No Show,123.04,2.3,140.54,18.65,2.5,1.5,Wallet,True
TRP0003527,DRV00278,RDR001697,Chicago,34.83393,-113.738765,38.480345,-113.060481,2023-07-13T15:51:00Z,29,44.12,Motorbike,Completed,13.89,1.6,30.09,18.29,2.6,1.4,Card,False
TRP0003528,DRV00066,RDR001050,Dallas,38.458128,-102.174692,36.367399,-75.553697,2023-01-30T20:53:00Z,61,21.88,Motorbike,In Progress,141.17,1.58,422.95,1.03,3.2,4.7,Wallet,False
TRP0003529,DRV00178,RDR000351,Los Angeles,40.943175,-82.835473,34.121006,-106.229336,2023-03-23T17:39:00Z,19,5.6,Premium,Completed,76.89,1.22,141.9,18.38,4.2,2.1,Corporate,False
TRP0003530,DRV00139,RDR000647,Philadelphia,39.370389,-103.52598,35.400434,-93.184837,2023-11-15T03:48:00Z,33,26.48,Electric,Cancelled,119.91,1.41,239.65,11.62,4.1,1.9,Wallet,False
TRP0003531,DRV00107,RDR000229,Phoenix,36.17843,-106.624825,38.963018,-83.52787,2023-08-10T17:56:00Z,13,27.64,Motorbike,Cancelled,76.81,2.5,173.33,3.63,3.6,2.8,Card,False
TRP0003532,DRV00070,RDR000731,San Diego,39.736425,-114.724461,33.743783,-84.43723,2023-08-03T06:27:00Z,86,16.82,Motorbike,In Progress,86.87,2.31,252.84,2.08,3.7,4.3,Corporate,False
TRP0003533,DRV00146,RDR000546,San Diego,36.720757,-75.224106,39.304266,-111.917666,2023-07-01T10:42:00Z,77,41.14,Electric,In Progress,43.51,1.78,94.62,10.69,4.6,2.3,Card,False
TRP0003534,DRV00271,RDR001470,Los Angeles,34.780053,-84.149636,39.945067,-90.234867,2023-08-09T00:04:00Z,33,29.81,Premium,No Show,102.15,2.88,202.79,7.29,3.7,3.3,Corporate,False
TRP0003535,DRV00039,RDR001276,San Diego,35.910634,-86.665593,36.141087,-106.14599,2023-11-11T14:29:00Z,82,28.98,Premium,No Show,43.17,1.17,87.05,2.06,4.6,4.7,Wallet,True
TRP0003536,DRV00167,RDR000277,San Jose,40.836138,-108.053544,34.394411,-73.264026,2023-07-27T18:44:00Z,33,42.55,Motorbike,In Progress,144.65,1.38,334.81,6.51,2.8,1.5,Corporate,False
TRP0003537,DRV00173,RDR001347,San Diego,36.484081,-80.78764,37.944116,-96.908828,2023-05-12T18:36:00Z,88,40.85,Electric,Cancelled,35.52,2.28,78.85,6.9,1.7,2.8,Card,True
TRP0003538,DRV00182,RDR000105,Phoenix,33.445039,-79.269324,40.410955,-80.104844,2023-10-14T16:31:00Z,35,16.05,SUV,Cancelled,129.16,2.61,130.33,2.81,3.3,3.6,Card,False
TRP0003539,DRV00210,RDR001756,San Diego,35.072109,-83.279882,36.619657,-111.401838,2023-10-06T05:28:00Z,31,32.55,Economy,Completed,138.21,2.85,182.23,15.86,3.2,4.7,Corporate,False
TRP0003540,DRV00063,RDR001119,San Jose,36.645859,-110.241339,40.642229,-104.509085,2023-08-14T15:49:00Z,74,1.47,Motorbike,No Show,62.67,2.08,169.04,10.6,4.0,1.3,Corporate,False
TRP0003541,DRV00006,RDR000188,Houston,34.080033,-97.223238,34.743414,-83.967307,2023-08-26T09:43:00Z,22,14.3,Economy,Cancelled,126.45,2.36,262.02,19.53,4.1,1.8,Corporate,False
TRP0003542,DRV00139,RDR000166,Philadelphia,35.182458,-86.789331,35.621402,-115.418871,2023-06-19T17:00:00Z,46,7.36,Electric,No Show,76.67,1.43,142.24,5.96,1.2,3.4,Wallet,False
TRP0003543,DRV00174,RDR001322,San Jose,38.053805,-75.756167,34.440412,-89.394032,2023-06-26T12:52:00Z,36,9.95,SUV,Cancelled,8.28,1.29,22.23,10.49,3.5,2.9,Card,False
TRP0003544,DRV00074,RDR000549,New York,33.448915,-108.869785,37.549469,-96.40032,2023-07-03T20:40:00Z,71,46.83,Motorbike,Cancelled,20.6,1.42,38.84,10.85,2.4,3.2,Wallet,False
TRP0003545,DRV00141,RDR001000,San Antonio,38.068497,-94.377449,34.675885,-87.590752,2023-03-14T07:44:00Z,88,29.27,Premium,Completed,82.97,2.73,203.73,12.24,4.2,3.0,Corporate,False
TRP0003546,DRV00232,RDR000511,San Jose,40.105176,-101.975173,36.034331,-94.669197,2023-12-10T05:57:00Z,68,16.11,Premium,Cancelled,111.89,1.36,113.86,7.98,3.7,3.5,Corporate,False
TRP0003547,DRV00234,RDR000640,San Antonio,40.821173,-91.943813,37.045753,-77.144974,2023-08-19T14:02:00Z,6,24.54,SUV,Cancelled,81.27,1.42,168.91,13.44,3.9,2.0,Corporate,False
TRP0003548,DRV00199,RDR000180,San Antonio,40.090969,-102.49871,35.39357,-114.793006,2023-02-07T08:46:00Z,20,33.54,Electric,Completed,112.34,2.47,256.1,10.73,3.6,2.7,Corporate,False
TRP0003549,DRV00054,RDR001713,Los Angeles,38.124482,-92.038505,35.047591,-92.164376,2023-03-18T20:26:00Z,35,33.35,SUV,No Show,110.27,2.36,136.32,6.62,4.8,3.0,Cash,True
TRP0003550,DRV00093,RDR001599,San Antonio,38.168995,-113.432115,38.615563,-89.009883,2023-01-07T18:59:00Z,13,32.65,Premium,In Progress,50.65,1.14,82.1,12.23,1.2,1.4,Wallet,False
TRP0003551,DRV00167,RDR000460,San Jose,33.096156,-90.08186,33.431707,-103.628158,2023-03-16T15:56:00Z,78,36.85,Motorbike,Cancelled,72.76,2.04,87.81,13.95,3.2,4.4,Corporate,False
TRP0003552,DRV00094,RDR000015,San Diego,38.903008,-107.818397,33.006068,-103.275964,2023-09-17T03:48:00Z,46,34.31,Comfort,No Show,45.36,1.52,46.12,12.03,4.9,2.5,Cash,True
TRP0003553,DRV00231,RDR001160,San Diego,36.493235,-76.208996,37.626535,-107.792411,2023-12-13T09:47:00Z,25,35.31,Comfort,In Progress,96.02,1.96,199.6,5.44,1.3,2.8,Cash,False
TRP0003554,DRV00153,RDR001487,San Diego,38.367299,-88.249121,36.071908,-79.829018,2023-05-10T20:00:00Z,86,12.54,Comfort,Completed,68.27,1.2,139.15,18.72,2.2,4.2,Corporate,False
