rating_id,trip_id,driver_id,rider_id,rating_by,rating_value,review_text,cleanliness_score,punctuality_score,communication_score,rating_timestamp
RTG002464,TRP0003599,DRV00145,RDR000909,driver,1.5,Review comment 2464,1,4,4,2023-10-08T00:00:00Z
RTG002465,TRP0000169,DRV00273,RDR000926,rider,3.5,Review comment 2465,1,2,4,2023-06-12T00:00:00Z
RTG002466,TRP0000510,DRV00064,RDR000311,driver,1.9,Review comment 2466,2,4,2,2023-12-06T00:00:00Z
RTG002467,TRP0003732,DRV00064,RDR001026,rider,1.8,Review comment 2467,3,2,5,2023-01-29T00:00:00Z
RTG002468,TRP0003861,DRV00063,RDR000994,rider,1.0,Review comment 2468,3,4,4,2023-07-24T00:00:00Z
RTG002469,TRP0003943,DRV00294,RDR000712,driver,4.8,Review comment 2469,5,2,4,2023-09-15T00:00:00Z
RTG002470,TRP0000108,DRV00028,RDR001780,driver,4.4,Review comment 2470,2,1,5,2023-01-24T00:00:00Z
RTG002471,TRP0002349,DRV00205,RDR001491,driver,1.7,Review comment 2471,2,4,2,2023-03-01T00:00:00Z
RTG002472,TRP0001044,DRV00248,RDR000673,driver,2.1,Review comment 2472,4,1,3,2023-04-03T00:00:00Z
RTG002473,TRP0000745,DRV00014,RDR000656,driver,2.5,Review comment 2473,3,1,5,2023-12-01T00:00:00Z
RTG002474,TRP0001606,DRV00021,RDR001056,driver,2.3,Review comment 2474,4,4,1,2023-08-12T00:00:00Z
RTG002475,TRP0001093,DRV00164,RDR001362,rider,4.1,Review comment 2475,2,1,1,2023-01-10T00:00:00Z
RTG002476,TRP0002567,DRV00009,RDR000080,rider,4.6,Review comment 2476,2,1,5,2023-03-30T00:00:00Z
RTG002477,TRP0000863,DRV00184,RDR001815,driver,3.1,Review comment 2477,2,4,2,2023-10-06T00:00:00Z
RTG002478,TRP0001821,DRV00221,RDR001555,rider,1.3,Review comment 2478,3,5,5,2023-01-31T00:00:00Z
RTG002479,TRP0001238,DRV00136,RDR001402,driver,3.3,Review comment 2479,3,2,4,2023-07-13T00:00:00Z
RTG002480,TRP0003930,DRV00161,RDR000276,driver,4.4,Review comment 2480,3,4,1,2023-12-05T00:00:00Z
RTG002481,TRP0003826,DRV00049,RDR000862,rider,4.6,Review comment 2481,4,5,1,2023-06-09T00:00:00Z
RTG002482,TRP0003668,DRV00252,RDR000753,rider,2.0,Review comment 2482,3,3,1,2023-03-19T00:00:00Z
RTG002483,TRP0001986,DRV00296,RDR000919,rider,1.8,Review comment 2483,3,1,3,2023-07-15T00:00:00Z
RTG002484,TRP0002873,DRV00101,RDR001534,rider,2.4,Review comment 2484,5,3,4,2023-08-01T00:00:00Z
RTG002485,TRP0000707,DRV00089,RDR000975,rider,2.6,Review comment 2485,2,5,5,2023-03-19T00:00:00Z
RTG002486,TRP0003721,DRV00235,RDR000009,driver,3.6,Review comment 2486,4,1,2,2023-06-12T00:00:00Z
RTG002487,TRP0003387,DRV00259,RDR000549,driver,3.4,Review comment 2487,4,4,5,2023-11-10T00:00:00Z
RTG002488,TRP0001216,DRV00293,RDR001690,rider,2.3,Review comment 2488,5,3,1,2023-04-28T00:00:00Z
RTG002489,TRP0002397,DRV00229,RDR001491,driver,2.9,Review comment 2489,3,5,3,2023-04-28T00:00:00Z
RTG002490,TRP0001114,DRV00016,RDR001436,driver,5.0,Review comment 2490,4,5,4,2023-11-26T00:00:00Z
RTG002491,TRP0000931,DRV00030,RDR001477,driver,1.3,Review comment 2491,3,2,4,2023-04-11T00:00:00Z
RTG002492,TRP0000912,DRV00096,RDR000542,rider,3.6,Review comment 2492,1,4,2,2023-09-02T00:00:00Z
RTG002493,TRP0003862,DRV00240,RDR001257,driver,1.6,Review comment 2493,4,1,1,2023-11-19T00:00:00Z
RTG002494,TRP0001008,DRV00010,RDR000940,driver,3.5,Review comment 2494,5,3,4,2023-12-25T00:00:00Z
RTG002495,TRP0002988,DRV00061,RDR001629,rider,1.7,Review comment 2495,4,2,4,2023-06-21T00:00:00Z
RTG002496,TRP0000226,DRV00151,RDR001707,driver,4.0,Review comment 2496,2,1,3,2023-01-15T00:00:00Z
RTG002497,TRP0001948,DRV00067,RDR001789,driver,3.4,Review comment 2497,1,1,4,2023-09-16T00:00:00Z
RTG002498,TRP0001023,DRV00178,RDR001655,rider,2.7,Review comment 2498,1,2,1,2023-03-27T00:00:00Z
RTG002499,TRP0000906,DRV00003,RDR001068,rider,3.3,Review comment 2499,5,4,1,2023-03-23T00:00:00Z
RTG002500,TRP0000068,DRV00068,RDR001863,driver,3.2,Review comment 2500,1,4,3,2023-07-21T00:00:00Z
RTG002501,TRP0002748,DRV00105,RDR001795,rider,1.9,Review comment 2501,3,2,4,2023-09-28T00:00:00Z
RTG002502,TRP0003544,DRV00074,RDR000549,driver,3.8,Review comment 2502,1,2,3,2023-02-09T00:00:00Z
RTG002503,TRP0002865,DRV00192,RDR000092,driver,4.2,Review comment 2503,4,2,2,2023-08-09T00:00:00Z
RTG002504,TRP0001201,DRV00059,RDR001785,rider,1.8,Review comment 2504,4,4,3,2023-01-31T00:00:00Z
RTG002505,TRP0002536,DRV00140,RDR001114,rider,5.0,Review comment 2505,5,4,3,2023-06-13T00:00:00Z
RTG002506,TRP0001301,DRV00277,RDR001210,driver,3.8,Review comment 2506,5,1,3,2023-09-08T00:00:00Z
RTG002507,TRP0001572,DRV00216,RDR001810,driver,1.9,Review comment 2507,1,3,4,2023-06-28T00:00:00Z
RTG002508,TRP0000574,DRV00228,RDR000200,driver,4.6,Review comment 2508,2,4,2,2023-07-09T00:00:00Z
RTG002509,TRP0002436,DRV00277,RDR001159,rider,2.1,Review comment 2509,3,2,1,2023-08-26T00:00:00Z
RTG002510,TRP0001430,DRV00284,RDR001437,driver,2.9,Review comment 2510,4,4,1,2023-05-06T00:00:00Z
RTG002511,TRP0000007,DRV00127,RDR001621,rider,1.1,Review comment 2511,4,1,1,2023-10-31T00:00:00Z
RTG002512,TRP0001304,DRV00149,RDR001597,driver,2.8,Review comment 2512,2,1,5,2023-10-09T00:00:00Z
RTG002513,TRP0001142,DRV00253,RDR001439,rider,4.1,Review comment 2513,3,4,5,2023-11-03T00:00:00Z
RTG002514,TRP0000810,DRV00119,RDR000729,rider,2.5,Review comment 2514,2,5,1,2023-06-25T00:00:00Z
RTG002515,TRP0003669,DRV00009,RDR000430,driver,2.2,Review comment 2515,2,5,1,2023-03-22T00:00:00Z
RTG002516,TRP0002298,DRV00155,RDR001439,driver,3.8,Review comment 2516,2,5,3,2023-04-19T00:00:00Z
RTG002517,TRP0003523,DRV00050,RDR000079,rider,4.6,Review comment 2517,2,3,1,2023-12-30T00:00:00Z
RTG002518,TRP0000695,DRV00245,RDR001017,driver,4.7,Review comment 2518,1,2,3,2023-06-07T00:00:00Z
RTG002519,TRP0000742,DRV00110,RDR001852,driver,3.6,Review comment 2519,5,3,5,2023-06-10T00:00:00Z
RTG002520,TRP0002096,DRV00039,RDR001084,rider,4.3,Review comment 2520,1,2,2,2023-07-19T00:00:00Z
RTG002521,TRP0001118,DRV00184,RDR000066,driver,2.9,Review comment 2521,5,5,3,2023-09-04T00:00:00Z
RTG002522,TRP0000128,DRV00077,RDR000769,driver,3.6,Review comment 2522,5,4,3,2023-04-19T00:00:00Z
RTG002523,TRP0003652,DRV00204,RDR000726,rider,1.7,Review comment 2523,5,3,3,2023-03-29T00:00:00Z
RTG002524,TRP0001842,DRV00057,RDR001448,rider,2.5,Review comment 2524,2,3,3,2023-09-15T00:00:00Z
RTG002525,TRP0002653,DRV00018,RDR001241,rider,1.5,Review comment 2525,1,2,1,2023-08-22T00:00:00Z
RTG002526,TRP0002807,DRV00243,RDR001104,driver,4.8,Review comment 2526,5,4,1,2023-05-26T00:00:00Z
RTG002527,TRP0000384,DRV00255,RDR001994,driver,4.7,Review comment 2527,4,5,4,2023-05-06T00:00:00Z
RTG002528,TRP0003231,DRV00169,RDR000737,rider,2.8,Review comment 2528,1,5,1,2023-07-15T00:00:00Z
RTG002529,TRP0001408,DRV00173,RDR000355,driver,1.9,Review comment 2529,5,1,3,2023-12-05T00:00:00Z
RTG002530,TRP0003308,DRV00014,RDR001433,rider,2.3,Review comment 2530,5,4,2,2023-12-23T00:00:00Z
RTG002531,TRP0002921,DRV00208,RDR000918,rider,2.4,Review comment 2531,1,1,3,2023-07-07T00:00:00Z
RTG002532,TRP0003281,DRV00222,RDR000034,rider,2.0,Review comment 2532,3,4,4,2023-11-02T00:00:00Z
RTG002533,TRP0000692,DRV00049,RDR000485,driver,3.2,Review comment 2533,3,2,1,2023-10-21T00:00:00Z
RTG002534,TRP0003370,DRV00250,RDR000392,rider,1.7,Review comment 2534,4,3,5,2023-03-08T00:00:00Z
RTG002535,TRP0003069,DRV00136,RDR001367,rider,4.6,Review comment 2535,5,1,3,2023-05-26T00:00:00Z
RTG002536,TRP0003976,DRV00051,RDR000057,rider,1.7,Review comment 2536,5,3,3,2023-08-19T00:00:00Z
RTG002537,TRP0002468,DRV00183,RDR000780,rider,3.1,Review comment 2537,1,3,2,2023-04-15T00:00:00Z
RTG002538,TRP0001935,DRV00070,RDR001975,driver,3.6,Review comment 2538,2,2,2,2023-10-20T00:00:00Z
RTG002539,TRP0001497,DRV00253,RDR000479,rider,4.2,Review comment 2539,4,3,4,2023-02-01T00:00:00Z
RTG002540,TRP0000055,DRV00129,RDR001866,driver,2.7,Review comment 2540,1,3,1,2023-01-24T00:00:00Z
RTG002541,TRP0003300,DRV00276,RDR001317,driver,4.4,Review comment 2541,5,4,5,2023-10-24T00:00:00Z
RTG002542,TRP0001637,DRV00099,RDR001243,driver,2.8,Review comment 2542,3,4,5,2023-05-21T00:00:00Z
RTG002543,TRP0002946,DRV00006,RDR000631,driver,1.7,Review comment 2543,5,4,2,2023-01-01T00:00:00Z
RTG002544,TRP0002231,DRV00053,RDR000953,rider,1.5,Review comment 2544,1,5,4,2023-08-19T00:00:00Z
RTG002545,TRP0002595,DRV00114,RDR001676,rider,3.5,Review comment 2545,4,1,2,2023-11-18T00:00:00Z
RTG002546,TRP0001557,DRV00022,RDR000647,rider,2.9,Review comment 2546,4,2,4,2023-04-14T00:00:00Z
RTG002547,TRP0000048,DRV00013,RDR000410,rider,2.2,Review comment 2547,5,3,1,2023-11-28T00:00:00Z
RTG002548,TRP0002033,DRV00219,RDR000421,rider,3.1,Review comment 2548,1,4,4,2023-08-16T00:00:00Z
RTG002549,TRP0001393,DRV00293,RDR001811,rider,3.6,Review comment 2549,4,1,1,2023-03-07T00:00:00Z
RTG002550,TRP0001985,DRV00217,RDR000628,driver,3.3,Review comment 2550,5,5,3,2023-05-04T00:00:00Z
RTG002551,TRP0000901,DRV00046,RDR001034,driver,1.4,Review comment 2551,2,5,1,2023-01-23T00:00:00Z
RTG002552,TRP0001969,DRV00018,RDR000853,rider,4.1,Review comment 2552,2,4,4,2023-11-06T00:00:00Z
RTG002553,TRP0001711,DRV00167,RDR000983,rider,4.4,Review comment 2553,1,4,5,2023-07-05T00:00:00Z
RTG002554,TRP0002332,DRV00013,RDR001517,driver,1.1,Review comment 2554,2,2,1,2023-05-19T00:00:00Z
RTG002555,TRP0000463,DRV00278,RDR000036,rider,3.7,Review comment 2555,3,2,5,2023-08-29T00:00:00Z
RTG002556,TRP0002825,DRV00172,RDR001296,rider,1.4,Review comment 2556,3,1,2,2023-11-16T00:00:00Z
RTG002557,TRP0003545,DRV00141,RDR001000,driver,4.8,Review comment 2557,2,2,3,2023-03-30T00:00:00Z
RTG002558,TRP0002721,DRV00031,RDR001671,rider,4.7,Review comment 2558,3,3,2,2023-10-05T00:00:00Z
RTG002559,TRP0000137,DRV00167,RDR001958,rider,4.3,Review comment 2559,2,5,2,2023-04-18T00:00:00Z
RTG002560,TRP0001726,DRV00072,RDR000924,driver,3.8,Review comment 2560,4,5,5,2023-10-29T00:00:00Z
RTG002561,TRP0000425,DRV00105,RDR000912,driver,2.7,Review comment 2561,3,4,3,2023-11-04T00:00:00Z
RTG002562,TRP0003927,DRV00107,RDR000835,rider,1.6,Review comment 2562,1,3,2,2023-02-25T00:00:00Z
RTG002563,TRP0001975,DRV00167,RDR001612,rider,2.4,Review comment 2563,3,1,1,2023-05-11T00:00:00Z
RTG002564,TRP0002290,DRV00138,RDR000174,driver,1.4,Review comment 2564,2,4,1,2023-05-01T00:00:00Z
RTG002565,TRP0003018,DRV00168,RDR000602,rider,2.3,Review comment 2565,4,2,4,2023-02-06T00:00:00Z
RTG002566,TRP0001795,DRV00255,RDR000476,driver,4.1,Review comment 2566,2,3,2,2023-09-23T00:00:00Z
RTG002567,TRP0002688,DRV00122,RDR000526,rider,3.3,Review comment 2567,5,3,5,2023-05-30T00:00:00Z
RTG002568,TRP0002638,DRV00130,RDR001605,driver,3.4,Review comment 2568,2,5,2,2023-06-04T00:00:00Z
RTG002569,TRP0000033,DRV00068,RDR000347,driver,3.2,Review comment 2569,1,4,2,2023-08-05T00:00:00Z
RTG002570,TRP0003760,DRV00149,RDR001216,driver,2.6,Review comment 2570,1,5,4,2023-05-13T00:00:00Z
RTG002571,TRP0000208,DRV00134,RDR001162,driver,3.8,Review comment 2571,5,5,1,2023-03-02T00:00:00Z
RTG002572,TRP0003479,DRV00294,RDR000614,driver,4.3,Review comment 2572,2,5,1,2023-03-05T00:00:00Z
RTG002573,TRP0001454,DRV00028,RDR000175,driver,1.8,Review comment 2573,3,2,3,2023-01-15T00:00:00Z
RTG002574,TRP0002647,DRV00106,RDR000496,driver,1.2,Review comment 2574,1,5,2,2023-10-25T00:00:00Z
RTG002575,TRP0001535,DRV00193,RDR001412,rider,3.6,Review comment 2575,1,5,4,2023-07-19T00:00:00Z
RTG002576,TRP0000323,DRV00141,RDR001263,rider,4.6,Review comment 2576,1,4,3,2023-01-20T00:00:00Z
RTG002577,TRP0001164,DRV00209,RDR000291,rider,3.3,Review comment 2577,5,1,3,2023-01-04T00:00:00Z
RTG002578,TRP0001239,DRV00244,RDR000577,driver,1.7,Review comment 2578,5,3,1,2023-03-06T00:00:00Z
RTG002579,TRP0000224,DRV00254,RDR000596,rider,4.9,Review comment 2579,4,2,4,2023-06-21T00:00:00Z
RTG002580,TRP0003079,DRV00151,RDR001947,rider,1.8,Review comment 2580,3,4,3,2023-05-05T00:00:00Z
RTG002581,TRP0001765,DRV00008,RDR000656,driver,3.6,Review comment 2581,1,4,3,2023-05-25T00:00:00Z
RTG002582,TRP0000592,DRV00127,RDR000741,driver,2.4,Review comment 2582,2,3,5,2023-05-05T00:00:00Z
RTG002583,TRP0002907,DRV00148,RDR001942,rider,4.1,Review comment 2583,3,1,3,2023-12-12T00:00:00Z
RTG002584,TRP0001604,DRV00192,RDR001366,rider,4.0,Review comment 2584,4,2,5,2023-06-20T00:00:00Z
RTG002585,TRP0001775,DRV00286,RDR001134,rider,1.1,Review comment 2585,2,5,5,2023-11-13T00:00:00Z
RTG002586,TRP0003318,DRV00025,RDR001048,driver,1.1,Review comment 2586,1,5,1,2023-12-10T00:00:00Z
RTG002587,TRP0003267,DRV00089,RDR001391,driver,1.3,Review comment 2587,1,3,1,2023-12-23T00:00:00Z
RTG002588,TRP0003354,DRV00141,RDR002000,rider,3.3,Review comment 2588,2,1,3,2023-06-12T00:00:00Z
RTG002589,TRP0000061,DRV00040,RDR001294,driver,1.5,Review comment 2589,3,5,2,2023-03-12T00:00:00Z
RTG002590,TRP0002159,DRV00161,RDR000236,rider,2.3,Review comment 2590,3,4,4,2023-01-05T00:00:00Z
RTG002591,TRP0000688,DRV00201,RDR001487,rider,4.9,Review comment 2591,1,5,3,2023-08-04T00:00:00Z
RTG002592,TRP0000116,DRV00212,RDR001552,driver,4.7,Review comment 2592,2,5,3,2023-11-26T00:00:00Z
RTG002593,TRP0002889,DRV00181,RDR001347,driver,1.6,Review comment 2593,3,5,1,2023-12-24T00:00:00Z
RTG002594,TRP0003077,DRV00138,RDR000888,rider,4.0,Review comment 2594,4,4,1,2023-09-30T00:00:00Z
RTG002595,TRP0003836,DRV00129,RDR000791,rider,1.2,Review comment 2595,4,2,3,2023-07-08T00:00:00Z
RTG002596,TRP0003509,DRV00009,RDR001356,driver,4.6,Review comment 2596,2,1,2,2023-03-11T00:00:00Z
RTG002597,TRP0000429,DRV00279,RDR001973,driver,2.5,Review comment 2597,2,1,3,2023-12-04T00:00:00Z
RTG002598,TRP0001071,DRV00284,RDR001855,rider,2.1,Review comment 2598,4,5,3,2023-09-06T00:00:00Z
RTG002599,TRP0003613,DRV00277,RDR000720,driver,2.3,Review comment 2599,4,2,4,2023-11-15T00:00:00Z
RTG002600,TRP0000480,DRV00256,RDR001721,driver,1.7,Review comment 2600,2,5,2,2023-08-22T00:00:00Z
RTG002601,TRP0000435,DRV00296,RDR000456,rider,2.5,Review comment 2601,5,4,4,2023-08-17T00:00:00Z
RTG002602,TRP0001296,DRV00064,RDR000205,driver,3.5,Review comment 2602,2,1,1,2023-01-29T00:00:00Z
RTG002603,TRP0002181,DRV00094,RDR001436,rider,1.7,Review comment 2603,3,5,5,2023-05-07T00:00:00Z
RTG002604,TRP0003363,DRV00204,RDR000398,rider,1.9,Review comment 2604,3,3,1,2023-12-11T00:00:00Z
RTG002605,TRP0003887,DRV00086,RDR000061,rider,3.2,Review comment 2605,4,3,5,2023-09-25T00:00:00Z
RTG002606,TRP0002599,DRV00259,RDR001727,rider,2.9,Review comment 2606,4,1,5,2023-12-07T00:00:00Z
RTG002607,TRP0000195,DRV00137,RDR000649,driver,3.4,Review comment 2607,4,4,1,2023-04-26T00:00:00Z
RTG002608,TRP0000249,DRV00228,RDR001394,rider,1.1,Review comment 2608,2,3,4,2023-03-16T00:00:00Z
RTG002609,TRP0004000,DRV00258,RDR000923,rider,1.3,Review comment 2609,3,1,4,2023-05-15T00:00:00Z
RTG002610,TRP0001928,DRV00263,RDR001108,rider,3.7,Review comment 2610,5,3,5,2023-08-29T00:00:00Z
RTG002611,TRP0001656,DRV00106,RDR001321,rider,3.7,Review comment 2611,2,1,2,2023-12-19T00:00:00Z
RTG002612,TRP0000912,DRV00096,RDR000542,rider,4.0,Review comment 2612,4,1,3,2023-02-24T00:00:00Z
RTG002613,TRP0002457,DRV00092,RDR001163,driver,3.4,Review comment 2613,2,4,2,2023-07-08T00:00:00Z
RTG002614,TRP0000332,DRV00091,RDR000370,rider,4.3,Review comment 2614,5,4,2,2023-10-22T00:00:00Z
RTG002615,TRP0002505,DRV00028,RDR001960,driver,2.4,Review comment 2615,4,5,2,2023-12-25T00:00:00Z
RTG002616,TRP0000788,DRV00104,RDR001847,driver,2.9,Review comment 2616,1,2,3,2023-08-18T00:00:00Z
RTG002617,TRP0000881,DRV00084,RDR000820,rider,4.5,Review comment 2617,1,3,2,2023-05-08T00:00:00Z
RTG002618,TRP0002308,DRV00212,RDR001298,rider,4.1,Review comment 2618,2,4,3,2023-11-07T00:00:00Z
RTG002619,TRP0000618,DRV00027,RDR000528,driver,5.0,Review comment 2619,3,1,5,2023-05-01T00:00:00Z
RTG002620,TRP0003402,DRV00136,RDR000162,driver,1.8,Review comment 2620,1,1,1,2023-07-31T00:00:00Z
RTG002621,TRP0000805,DRV00275,RDR001496,rider,2.9,Review comment 2621,2,2,1,2023-02-14T00:00:00Z
RTG002622,TRP0000044,DRV00097,RDR001689,rider,4.5,Review comment 2622,2,5,2,2023-02-13T00:00:00Z
RTG002623,TRP0000338,DRV00164,RDR000848,rider,4.8,Review comment 2623,2,5,4,2023-05-30T00:00:00Z
RTG002624,TRP0001944,DRV00284,RDR000217,rider,4.9,Review comment 2624,5,3,4,2023-12-26T00:00:00Z
RTG002625,TRP0003091,DRV00236,RDR000712,driver,4.7,Review comment 2625,5,3,4,2023-12-25T00:00:00Z
RTG002626,TRP0003648,DRV00164,RDR001524,rider,2.0,Review comment 2626,1,4,2,2023-01-10T00:00:00Z
RTG002627,TRP0001725,DRV00280,RDR001462,rider,1.0,Review comment 2627,5,2,3,2023-10-21T00:00:00Z
RTG002628,TRP0001758,DRV00145,RDR000963,rider,4.2,Review comment 2628,1,4,3,2023-12-25T00:00:00Z
RTG002629,TRP0002268,DRV00043,RDR001561,rider,1.5,Review comment 2629,2,1,4,2023-09-18T00:00:00Z
RTG002630,TRP0000305,DRV00046,RDR001296,rider,4.8,Review comment 2630,5,4,5,2023-02-27T00:00:00Z
RTG002631,TRP0002638,DRV00130,RDR001605,rider,3.7,Review comment 2631,2,3,2,2023-09-08T00:00:00Z
RTG002632,TRP0000169,DRV00273,RDR000926,driver,4.3,Review comment 2632,1,2,2,2023-07-19T00:00:00Z
RTG002633,TRP0003416,DRV00259,RDR000109,rider,3.7,Review comment 2633,1,3,2,2023-05-09T00:00:00Z
RTG002634,TRP0001281,DRV00001,RDR000821,driver,2.1,Review comment 2634,3,3,5,2023-04-04T00:00:00Z
RTG002635,TRP0000928,DRV00199,RDR001726,rider,1.8,Review comment 2635,5,3,2,2023-10-14T00:00:00Z
RTG002636,TRP0003859,DRV00270,RDR000884,driver,4.3,Review comment 2636,2,2,2,2023-01-12T00:00:00Z
RTG002637,TRP0001804,DRV00222,RDR001113,driver,4.8,Review comment 2637,4,3,2,2023-06-08T00:00:00Z
RTG002638,TRP0002046,DRV00075,RDR001327,driver,2.9,Review comment 2638,4,3,1,2023-03-19T00:00:00Z
RTG002639,TRP0000791,DRV00185,RDR000746,rider,2.4,Review comment 2639,3,3,1,2023-03-07T00:00:00Z
RTG002640,TRP0000469,DRV00232,RDR001198,rider,2.2,Review comment 2640,2,5,2,2023-06-20T00:00:00Z
RTG002641,TRP0003107,DRV00050,RDR001271,driver,2.6,Review comment 2641,1,1,4,2023-01-07T00:00:00Z
RTG002642,TRP0003690,DRV00019,RDR001158,rider,4.6,Review comment 2642,1,2,2,2023-07-17T00:00:00Z
RTG002643,TRP0002031,DRV00117,RDR000264,driver,3.4,Review comment 2643,1,2,2,2023-06-29T00:00:00Z
RTG002644,TRP0002768,DRV00056,RDR001655,driver,3.3,Review comment 2644,1,1,2,2023-04-11T00:00:00Z
RTG002645,TRP0000399,DRV00294,RDR000897,driver,4.6,Review comment 2645,3,5,1,2023-07-22T00:00:00Z
RTG002646,TRP0000729,DRV00292,RDR001195,rider,3.0,Review comment 2646,1,5,5,2023-07-19T00:00:00Z
RTG002647,TRP0001842,DRV00057,RDR001448,driver,1.3,Review comment 2647,2,1,4,2023-07-11T00:00:00Z
RTG002648,TRP0002859,DRV00063,RDR000800,driver,2.3,Review comment 2648,4,4,3,2023-06-05T00:00:00Z
RTG002649,TRP0003730,DRV00034,RDR001862,driver,4.8,Review comment 2649,1,4,1,2023-12-10T00:00:00Z
RTG002650,TRP0001793,DRV00083,RDR001208,rider,4.9,Review comment 2650,2,1,3,2023-07-28T00:00:00Z
RTG002651,TRP0001676,DRV00078,RDR001033,rider,3.4,Review comment 2651,4,2,4,2023-11-01T00:00:00Z
RTG002652,TRP0003736,DRV00194,RDR001316,driver,2.1,Review comment 2652,5,2,1,2023-05-31T00:00:00Z
RTG002653,TRP0000221,DRV00109,RDR001380,driver,4.0,Review comment 2653,3,5,4,2023-02-09T00:00:00Z
RTG002654,TRP0000046,DRV00141,RDR000928,rider,2.9,Review comment 2654,1,3,5,2023-04-17T00:00:00Z
RTG002655,TRP0002728,DRV00172,RDR001987,driver,4.3,Review comment 2655,3,1,1,2023-08-30T00:00:00Z
RTG002656,TRP0001951,DRV00218,RDR000479,driver,2.2,Review comment 2656,3,1,1,2023-05-04T00:00:00Z
RTG002657,TRP0001559,DRV00226,RDR000724,rider,2.6,Review comment 2657,1,4,3,2023-10-16T00:00:00Z
RTG002658,TRP0002535,DRV00165,RDR000389,rider,1.4,Review comment 2658,1,1,1,2023-02-03T00:00:00Z
RTG002659,TRP0003261,DRV00005,RDR000787,rider,4.0,Review comment 2659,5,2,4,2023-01-20T00:00:00Z
RTG002660,TRP0000615,DRV00073,RDR000787,driver,3.9,Review comment 2660,2,1,2,2023-12-24T00:00:00Z
RTG002661,TRP0002196,DRV00095,RDR001474,rider,4.2,Review comment 2661,4,2,1,2023-06-02T00:00:00Z
RTG002662,TRP0000897,DRV00088,RDR001823,driver,1.2,Review comment 2662,3,3,1,2023-04-23T00:00:00Z
RTG002663,TRP0003863,DRV00045,RDR001566,rider,2.6,Review comment 2663,5,4,1,2023-03-19T00:00:00Z
RTG002664,TRP0000192,DRV00019,RDR001597,driver,1.2,Review comment 2664,2,2,2,2023-03-11T00:00:00Z
RTG002665,TRP0001979,DRV00286,RDR001233,rider,3.9,Review comment 2665,2,1,5,2023-02-01T00:00:00Z
RTG002666,TRP0003129,DRV00072,RDR000523,driver,4.3,Review comment 2666,4,1,2,2023-11-13T00:00:00Z
RTG002667,TRP0001642,DRV00160,RDR001298,rider,1.3,Review comment 2667,1,3,4,2023-10-22T00:00:00Z
RTG002668,TRP0003811,DRV00015,RDR001697,driver,1.4,Review comment 2668,4,1,4,2023-03-08T00:00:00Z
RTG002669,TRP0001711,DRV00167,RDR000983,driver,4.6,Review comment 2669,2,1,3,2023-07-01T00:00:00Z
RTG002670,TRP0002663,DRV00106,RDR000175,driver,2.9,Review comment 2670,3,4,3,2023-01-19T00:00:00Z
RTG002671,TRP0000692,DRV00049,RDR000485,driver,1.5,Review comment 2671,3,5,4,2023-02-25T00:00:00Z
RTG002672,TRP0002264,DRV00020,RDR001193,driver,1.3,Review comment 2672,2,3,4,2023-02-05T00:00:00Z
RTG002673,TRP0002038,DRV00163,RDR001508,driver,3.5,Review comment 2673,2,4,5,2023-10-08T00:00:00Z
RTG002674,TRP0003391,DRV00173,RDR001432,driver,4.5,Review comment 2674,4,3,3,2023-10-27T00:00:00Z
RTG002675,TRP0003167,DRV00297,RDR001543,driver,4.7,Review comment 2675,4,2,4,2023-10-12T00:00:00Z
RTG002676,TRP0001745,DRV00154,RDR001096,rider,2.6,Review comment 2676,5,1,1,2023-09-03T00:00:00Z
RTG002677,TRP0002476,DRV00178,RDR001763,driver,1.8,Review comment 2677,1,1,4,2023-11-02T00:00:00Z
RTG002678,TRP0000707,DRV00089,RDR000975,rider,3.8,Review comment 2678,5,5,2,2023-05-21T00:00:00Z
RTG002679,TRP0000073,DRV00206,RDR001974,rider,3.6,Review comment 2679,3,5,4,2023-03-25T00:00:00Z
RTG002680,TRP0001675,DRV00132,RDR001391,rider,3.1,Review comment 2680,5,4,5,2023-03-26T00:00:00Z
RTG002681,TRP0001870,DRV00124,RDR001994,rider,4.6,Review comment 2681,1,1,5,2023-08-22T00:00:00Z
RTG002682,TRP0000976,DRV00003,RDR001801,driver,2.8,Review comment 2682,3,2,3,2023-06-08T00:00:00Z
RTG002683,TRP0003203,DRV00169,RDR000245,rider,4.2,Review comment 2683,4,3,5,2023-01-02T00:00:00Z
RTG002684,TRP0001973,DRV00013,RDR001532,driver,1.2,Review comment 2684,2,4,5,2023-04-23T00:00:00Z
RTG002685,TRP0000184,DRV00010,RDR000221,driver,2.9,Review comment 2685,4,3,2,2023-10-09T00:00:00Z
RTG002686,TRP0002260,DRV00199,RDR001659,driver,4.1,Review comment 2686,2,3,4,2023-03-24T00:00:00Z
RTG002687,TRP0000671,DRV00040,RDR001018,driver,3.8,Review comment 2687,3,3,2,2023-10-02T00:00:00Z
RTG002688,TRP0001864,DRV00010,RDR001171,rider,1.7,Review comment 2688,2,1,2,2023-01-04T00:00:00Z
RTG002689,TRP0003487,DRV00159,RDR000941,driver,4.6,Review comment 2689,1,1,3,2023-02-03T00:00:00Z
RTG002690,TRP0000668,DRV00211,RDR001967,driver,4.8,Review comment 2690,4,5,2,2023-06-18T00:00:00Z
RTG002691,TRP0003250,DRV00044,RDR001482,rider,2.2,Review comment 2691,3,2,4,2023-11-29T00:00:00Z
